Pattern,Detected Text,Start Index
Liebe (?! und),"Liebe gesagt hast, wär' eine Lüge gewesen. Auch wenn zwei sich in bitterer Feindschaft voneinander scheide",1968490
Liebe (?! und),"Liebe gewesen. Niemals hatte er den Weibern Macht über sich eingeräumt, bei keinem flüchtigen Abenteuer di",1985751
Liebe (?! und),"Liebe für sein Leben doch keine tiefere Bedeutung habe, daß der Verzicht auf sie keine so unheilbare Wunde",1987152
Liebe (?! und),"Liebe geheiratet, große Schätze hat sie mir nicht zugebracht, überdies – Sie wissen, verehrter Herr Kolleg",1992909
Liebe (?! und),"Liebe zu unsern Nebenmenschen wolle gelernt und geübt sein. Komme man nachher in die fremde Welt hinaus, s",2043819
Liebe (?! und),"Liebe zu reden, die durch die Trennung nur heftiger geworden sei, endlich seine Arme um sie zu schlingen u",2054727
Liebe (?! und),"Liebe eines edlen Weibes werter erscheinen, als ein innerlich roher Gatte mit all seinen äußeren Vorzügen.",2060033
Liebe (?! und),"Liebe und Güte antun sollen, da ich das Mädchen vorm Jahr in der bösen Krankheit behandelt habe. Mein Verd",2103237
Liebe (?! und),"Liebe genommen hätte. Ein Wort fiel ihm wieder ein, das sie erst vor einer Stunde gesagt hatte, als der Va",2133065
Liebe (?! und),"Liebe trennte. Komm, Maria! sagte er, indem er sie sanft von seinem Halse zurückdrängte. Wir müssen standh",2144699
Liebe (?! und),"Liebe erfahren, nicht von ihren Nächsten – ist es ein Wunder, wenn so eine dem ersten besten zum Opfer fäl",2147999
Liebe (?! und),"Liebe gelegen? Und doch, so tief es mich beschämt, daß ich so dumm und leichtgläubig sein konnte, – nun ic",2148150
Liebe (?! und),"Liebe Crone, hatte er gesagt, es hat Sie angegriffen. Aber werfen Sie es hinter sich. Es ist ja nichts Sch",2181164
Liebe (?! und),"Liebe zu unterscheiden. Doch so ernst es ihm damit war, aller Selbsttäuschung zu wehren, immer noch war im",2184225
Liebe (?! und),"Liebe ist nur ein kurzer Schritt, den sie dann auch getan hat. Denn damals, ohne Ruhm zu melden, war ich n",2203746
Liebe (?! und),"Liebe und Treue, die so beseligend ist wie kein Taumel zügelloser Leidenschaft. Er wandte sich ab. Helmbre",2204549
Liebe (?! und),"Liebe wurde. Wem geschah damit ein Unrecht, wenn sie sich an mich hing, Trost und Freude in ihrem öden kum",2281016
Liebe (?! und),"Liebe und Treue mir erschleichen, indem ich sie im unklaren darüber lasse, was sie an mir haben werde? Kan",2282900
Liebe (?! und),Liebe zu verdienen. – – Nach einer Stunde brach er auf. Ich muß morgen um zehn Uhr fort und habe heute noc,2290294
Liebe (?! und),"Liebe und Verlobung gewesen war. Er holte alle Bilder, die er von ihr gemacht, hervor. Nun erst, da das He",2292302
Liebe (?! und),"Liebe keinen Eintrag tun. Somit felice notte, Cattina! Und wie gesagt, meinen Glückwunsch an Euer Fräulein",2298673
Liebe (?! und),"Liebe gebietet, sind wir Protestanten doch wohl mit den strengsten Katholiken einverstanden. Und darum ver",2357967
Liebe (?! und),"Liebe und Verehrung Ihnen reichlich vergolten. Jedes Wort über diese schwersten Schicksale, die arme Mensc",2373698
Liebe (?! und),"Liebe auch?« – »O König, kenntest du die Maid! Ihresgleichen trug die Erde nie! Sie ist… ja schöner noch a",2426066
Liebe (?! und),"Liebe enden?« – »Nicht unsre Liebe, Wara!« »Keine, die es ist,« rief Odhin laut. »Merkt euch mein Wort: Li",2426757
Liebe (?! und),"Liebe ist lechzendes Leid Oder lodernde Lust, Aber immer ewig ist die Liebe. Daran haltet euch. Genug der ",2426861
Liebe (?! und),"Liebe selbst. Schlimm genug, braucht einer dazu drei Götter: Forseti, Freia und Odhin.« Er lachte laut und",2427456
Liebe (?! und),"Liebe manche Art. Und manche Art der Frauen.« – »Sie hat mir dann erst, als ich ihr sagte, daß ich um sie ",2463030
Liebe (?! und),"Liebe zu, nicht Hildes schrankenlosen Ungestüm. Sie hat ihn nicht: – sie kann ihn nie entfalten! Reißest d",2468255
Liebe (?! und),"Liebe liebliches Leid Und leidschwere Lust! Auf immer und ewig Versinke mein Sehnen, Als ob ich Unsel'ger ",2473739
Liebe (?! und),"Liebe dir den Weg gewiesen, ohne Schmerz für euch beide, ohne die Qual ungestillten Sehnens für dich – dur",2474573
Liebe (?! und),"Liebe …« – »Ihrem Manne gehört, wie billig. Überall und allen bin ich der Zweite: soll ich nicht in Einem ",2475414
Liebe (?! und),"Liebe willen: und ich, der Gott…?« – »Du darfst es nicht. Gerade du nicht, Odhin. Du am wenigsten!« – »Wes",2478644
Liebe (?! und),Liebe noch einmal zu mir?« – »Einmal noch!« – Unhörbar sprach es die Tochter zu sich selbst und ließ sich ,2482133
Liebe (?! und),"Liebe verraten? Liebe kann nicht verraten! Sie hat dich verraten, weil eben sie dich nicht geliebt. Sie ha",2499276
Liebe (?! und),"Liebe kann nicht verraten! Sie hat dich verraten, weil eben sie dich nicht geliebt. Sie hat es doch aber g",2499292
Liebe (?! und),"Liebe liebliches Leid Und leidschwere Lust! Auf immer und ewig Versinke dein Sehnen, Als ob mich Unselgen ",2502624
Liebe (?! und),"Liebe auf den ersten Blick?« »Ja, das mag wohl sein«, sagte ich ausweichend, aber ich könne im Moment doch",2534875
Liebe (?! und),"Liebe in Treue bewahren«. Da ich genau vom Gegenteil ihrer Lebensführung unterrichtet war, überwand ich mi",2551768
Liebe (?! und),"Liebe alles daran zu wenden, aus dem Jungen einen tüchtigen Menschen zu erziehen, bemühten sie sich ledigl",2572474
Liebe (?! und),"Liebe gewesen sein. Wir sind weit strenger zu euch, und ihr würdet uns doch solchen Kummer niemals machen.",2579814
Liebe (?! und),Liebe zu seinen Eltern mit dem Trieb herumzuschweifen. Aber die Reiselust siegte schließlich doch. Auch vo,2609006
Liebe (?! und),"Liebe zwischen Eltern und Kindern ist etwas, das wir selbst bei den Tieren vielfach beobachten, man wird d",3044303
Liebe (?! und),"Liebe auch verdient, nicht bloß wegen ihrer merkwürdigen Schönheit. Denn freilich hatte sie unser Herr, na",3237164
Liebe (?! und),"Liebe aber blind, und es ist nicht zu zählen, wie viel Blut und Thränen um dieser Lüge willen geflossen si",3254301
Liebe (?! und),"Liebe selig macht, der Glaube aber blind, und laßt uns dafür kämpfen, allorts, allimmer, mit ganzem Herzen",3254464
Liebe (?! und),Liebe der Mutter auf die kleine Rosa ausübte. Die Unarten des Kindes erfüllten ihn mit einer Art von spött,3256338
Liebe (?! und),Liebe über ihr gewacht hatten. Frau Heißenstein entschwand eines Morgens wie ein Schatten von der Wand. oh,3258656
Liebe (?! und),"Liebe und Dankbarkeit wurden ausgetauscht, und Vater, Mutter und Töchter einerseits, Fräulein Nannette and",3267069
Liebe (?! und),Liebe zu Mann und Kind und von »Gesang der Sphären in Haus und Gemüt« die Rede war. Endlich jedoch trat ei,3273608
Liebe (?! und),"Liebe an ihre Brust. Ein letzter Kampf, und die Gewaltige beugt sich, das Kind immer in den Armen, vor der",3279172
Liebe (?! und),"Liebe zu bewerben. sie kehrte wieder zu ihrer schönen Božena zurück, die sie mit offenen Armen aufnahm. So",3287520
Liebe (?! und),"Liebe ruhte er wie in einer goldenen Wolke, er fühlte sich durch ihre Hingebung gehoben und verklärt. Schü",3308852
Liebe (?! und),"Liebe war er ihr Herr. Božena hatte den Arm sinken lassen, der Jäger schlang den seinen um ihren Hals und ",3309235
Liebe (?! und),"Liebe hat schon mancher größere Opfer gebracht, als das wäre, das der junge Edelmann um Rosas willen bring",3332023
Liebe (?! und),"Liebe zu ihm, eher verliert er den Glauben an sich selbst als den an ihre Treue. Nur Vorsicht jetzt, nur u",3362979
Liebe (?! und),"Liebe und Leben atmend, auf seinem schwanenhalsigen, breitschultrigen Schwarzbraunen den Platz umkreisen …",3405009
Liebe (?! und),"Liebe zu Röschen. diese neue Leidenschaft stellte sogar seine alte Neigung für Božena in den Schatten. Ja,",3437843
Liebe (?! und),"Liebe bedürfe eines andern Grundes als die Beschaffenheit des Herzens, dem sie entspringt. Was gefiel dem ",3458475
Liebe (?! und),"Liebe zu den Wissenschaften zu wecken und ihr einen Begriff zu geben von den Ehren, zu denen man durch sie",3496354
Liebe (?! und),"Liebe und ihrer großen Reue. Nein, denkt er, die Božena lernt man nicht aus. Der alte Mansuet drückt die H",3501033
Liebe (?! und),Liebe zu Regula. Die Eisenbahnfahrt dauerte nur wenige Stunden. Schon um zwölf Uhr mittags waren die Reise,3524925
Liebe (?! und),"Liebe zu seinen Kindern kam ihm augenblicklich zum Bewußtsein, sobald andere ihnen Teilnahme zeigten. Mit ",3564159
Liebe (?! und),Liebe las mit innigem Entzücken Röschens Antwort darin und alle ihre unausgesprochenen Gedanken. Sie sagte,3589962
Liebe (?! und),Liebe immer vertraut hatte. In dieser Stunde aber flammte ihre ganze Seele in einer Empfindung des Dankes ,3616615
Liebe (?! und),"Liebe zu Fräulein Rosa.« Regula stieß ein: »Oh!« hervor, das dem Greis trotz all seiner Zuversicht bedenkl",3621069
Liebe (?! und),Liebe und Dankbarkeit vorwerfen wird.« Unverständlich war mir immer Deine vollständige Empfindungslosigkei,3674882
Liebe (?! und),Liebe und Güte mit ihrer Kraft alles Entgegenstehende überwand und unmittelbar ergriff. Selten war das all,3689507
Liebe (?! und),Liebe zu uns allen und aus dem Glück dieser Liebe die Kraft zum Ertragen genommen hätte. Die Schwestern gi,3706434
Liebe (?! und),Liebe die Kraft zum Ertragen genommen hätte. Die Schwestern gingen nur zum Teil mit mir. Am glücklichsten ,3706478
Liebe (?! und),Liebe zu Felix und die Zuneigung zu Karl ihn unwichtiger gemacht haben. Nur Gerti muß ihn manchmal noch en,3708737
Liebe (?! und),"Liebe und Treue alles, für Dich und die Familie aus Kälte und Verrat nichts. Ich wiederhole zum zehntenmal",3715950
Liebe (?! und),"Liebe in dem Jungen, der träumte, was das Zeug hielt, mit keuschen Symbolen. Engel war für die Angeschwärm",3857045
Liebe (?! und),"Liebe zu sein. Für ihren Verzicht aber wollte sie ihn an der Hingabe Grenzen sehen, damit, könnte sie selb",3864862
Liebe (?! und),"Liebe süßestes Bild entzündet finde. Er müßte gesamte Leiblichkeit in ihrem Dienst ändern, Lebenswärme bel",3865022
Liebe (?! und),"Liebe auf. In seinen tiefen, mittleren, obersten Gebieten wandelte er Leiblichkeit in reinen Geist, war zu",3865688
Liebe (?! und),"Liebe hat sie gelitten, geschwankt, doch schließlich sich bezwungen, und nun steht ihr in einem braven Man",3873186
Liebe (?! und),"Liebe leidet sie Schmerzen und täglich andere. Erst ist es Freßgier, die sie befällt und unzähmbar quält. ",3882455
Liebe (?! und),"Liebe unvergleichliche Höhe ein. Und wie Natur, sind Trotz und Eitelkeit in ihr befriedigt. Reste Zärtlich",3885436
Liebe (?! und),"Liebe kann. An deinem Haar klettr' ich hinan. An deines Haares goldner Zier, Du Selige, klimm' ich zu dir.",3941413
Liebe (?! und),Liebe nicht. Da mußte Dionys laut lachen. Die Anspielung war nur zu deutlich. Aber sie wurde noch deutlich,3941988
Liebe (?! und),"Liebe verklingt, was soll der Ehebund? was soll das Leben?« Da bedeckten die Frauen ihre Augen mit den Hän",3946595
Liebe (?! und),Liebe – – »Achtung! Au-gen rrrrechts!« Dieses scharf ausgestoßene Kommando riß meinen Kopf herum und die K,3959910
Liebe (?! und),"Liebe der Libellen, ganz seltsam. Mit den Beinen faßt das Männchen das Weibchen am Rückenschild, und wenn ",4017505
Liebe (?! und),Liebe und Teilnahme das grausame Schweigen der letzten Wochen? – sicher ist er krank – vielleicht schon to,4062370
Liebe (?! und),"Liebe Mama,« erwiderte Nora tiefbewegt, »laß uns meinen heutigen Einsegnungsspruch recht zu Herzen nehmen:",4062539
Liebe (?! und),"Liebe und Pflichttreue nicht zu begreifen. Lebewohl, mein geliebtes Herz, Gott gebe euch bald, bald eine f",4066571
Liebe (?! und),"Liebe und die gute Meinung, die aus allen spricht. Ich habe doch noch so wenig gethan, um beide zu verdien",4070569
Liebe (?! und),"Liebe unter allen Umständen nur heilsam sein kann.« »O du lieber, alter, einzig guter Papa,« rief Elly und",4087728
Liebe (?! und),"Liebe und Teilnahme, meine Elly, haben mir wieder den Mut gegeben, mich aufzurichten und vorwärts zu gehen",4093465
Liebe (?! und),"Liebe Tante, welche niedrige Meinung hast du von meinem Herzen! Ich gönne Nora das Schönste und Beste, was",4098832
Liebe (?! und),"Liebe und Treue wir den höchsten Wert legen, sich von uns abwendet, um seine Neigung und sein Vertrauen ei",4099196
Liebe (?! und),"Liebe wieder anfachen? O Kind, mit Toben und Schäumen kommt man nicht durchs Leben, und der liebe Gott fra",4099643
Liebe (?! und),"Liebe ist und es unmöglich böse mit uns meinen kann. Geduld und Ergebung, das sind die heilsamen Kräuter, ",4101382
Liebe (?! und),"Liebe danken, die du, die ihr Alle mir in dieser Zeit meiner Verlassenheit erwiesen habt. Für immer bleibt",4107672
Liebe (?! und),"Liebe für dich. Um wieviel ärmer wäre ich ohne deine Freundschaft! O Nora, Nora, ich möchte meine Fäuste b",4108073
Liebe (?! und),"Liebe und Vertrauen zu erwerben, so soll alles übrige mir nicht zu schwer fallen. Ich möchte doch so gern ",4109158
Liebe (?! und),"Liebe hatte bisher jeden ihrer Schritte behütet. jetzt trat sie in eine neue, fremde Welt ein, und niemand",4110278
Liebe (?! und),"Liebe werden meiner Unerfahrenheit zu Hilfe kommen und mich lehren, Ihre Wünsche zu befriedigen.« »Wir müs",4116335
Liebe (?! und),"Liebe zu gewinnen, ich will mir alle Mühe dazu geben«, sagte Nora warm. sie fühlte, daß sich eine innige S",4116757
Liebe (?! und),"Liebe für dich sorgen, dich unterrichten und mit dir spielen, du wirst ihr stets gehorsam sein und ihr Fre",4118642
Liebe (?! und),"Liebe schienen? Sie dachte an ihr Elternhaus, in dem ihre Kindheit so sonnenhell und glücklich verflossen,",4119915
Liebe (?! und),"Liebe und das Vertrauen des Kindes hatte sie sich schon am ersten Tage erworben, sie waren ihre größte Fre",4126520
Liebe (?! und),"Liebe an ihr hing? –Nein! sprach ihr Gewissen, und: nein! sprach endlich auch der Wille nach. Geduld und E",4145718
Liebe (?! und),"Liebe hindurchdringen konnte, weder von innen, noch von außen. Erst die Todesangst um Erna hat die eisigen",4157947
Liebe (?! und),"Liebe Nora«, sagte sie warm, »ich habe mich selbst am meisten beraubt, als ich Sie so fern von mir hielt. ",4158803
Liebe (?! und),"Liebe und Gesellschaft nicht mehr so ausschließlich genoß, wie früher, so gewann sie dafür die Liebe und T",4159375
Liebe (?! und),"Liebe und Teilnahme einer Schwester, denn wie eine solche wurde sie fortan von Frau v. Westheim behandelt.",4159470
Liebe (?! und),"Liebe bin ich nicht geschaffen.« »War es Herr v. W.?« fragte Nora. Elly nickte. »Ich glaube«, versetzte No",4166807
Liebe (?! und),"Liebe eines gleichgestimmten Herzens, auf seine Teilnahme am Größten, wie am Kleinsten, so sicher bauen zu",4167930
Liebe (?! und),"Liebe zu folgen, hat ähnliches durchgemacht, den gleichen Zwiespalt der Empfindungen zwischen dem Alten un",4171620
Liebe (?! und),"Liebe für Sie. Sind Sie erst bei Ihren Eltern, dann werden Sie es voll empfinden, daß das Ihr rechter Plat",4171861
Liebe (?! und),"Liebe und Teilnahme schlagen, wenn wir nur den rechten Weg zu ihnen zu finden wissen, und daß jedes Leiden",4173198
Liebe (?! und),Liebe in ihr Herz geschlossen und war mit warmer Teilnahme ihrer Entwickelung gefolgt. Kein Jahr war verga,4183036
Liebe (?! und),"Liebe und ein wenig Mitleid an Deine Erna. Aus Ernas Tagebuch. Lindenhulst, den . Juni. Rose führte mich g",4192566
Liebe (?! und),"Liebe und Eintracht sich um alle Teilnehmenden schlänge. Nun folgt das Frühstück auf der Veranda, an dem a",4200333
Liebe (?! und),"Liebe zur Sache, aber ich will gern arbeiten. Die Leute haben ihr Hab' und Gut verloren, Lieschen hat nur ",4237837
Liebe (?! und),"Liebe an ihm hinge. Ich sagte, daß ich das gar nicht merkwürdig fände. wenn ich einen älteren Bruder hätte",4248115
Liebe (?! und),"Liebe sei dabei keine Rede, denn die Liebe müsse langsam auf dem sichern Grunde genauer Bekanntschaft und ",4249199
Liebe (?! und),Liebe müsse langsam auf dem sichern Grunde genauer Bekanntschaft und gegenseitiger Achtung erwachsen. »Ver,4249236
Liebe (?! und),"Liebe in einem jungen empfänglichen Herzen oft nur eines Augenblickes bedarf, und alle Anforderungen des V",4249461
Liebe (?! und),"Liebe für Elly viel besser, als früher, wo ich diese für ein recht verwöhntes Glückskind hielt, der ein se",4274303
Liebe (?! und),"Liebe in allen Stürmen bewahrt hat, wunderschön und liebenswert. Ich sprach Arthur mein Erstaunen aus, ihn",4274550
Liebe (?! und),"Liebe Mama, ich kann Dir nicht beschreiben, wie klein mich diese Antwort machte. wenn sich eine Spur von E",4285612
Liebe (?! und),"Liebe und Edelsinn gefunden habe. an euch habe ich gelernt, wie man mit seinen Händen arbeiten und rastlos",4308264
Liebe (?! und),"Liebe und treuem Gedenken aufgesucht. Heute komme ich mit einer Anfrage zu Dir, liebe Rose, mit einem Plan",4308889
Liebe (?! und),"Liebe die Hand. schlage ein, liebe Rose, und gieb bald einen günstigen Bescheid Deiner Erna. Rose Grund an",4310052
Liebe (?! und),"Liebe süße Herzens-Erna! Als ich Deinen Brief gelesen hatte, habe ich mich hingesetzt und geweint, wie noc",4310204
Liebe (?! und),"Liebe süße Erna, wie haben wir alle uns nach Dir gesehnt, und wie vermissen wir Dich noch heute! Es ist mi",4311281
Liebe (?! und),Liebe begann. In inniger Liebe und Verehrung bleibe ich für alle Zeit Ihre treu ergebene Erna. Rose Grund ,4316294
Liebe (?! und),Liebe und Verehrung bleibe ich für alle Zeit Ihre treu ergebene Erna. Rose Grund an Fräulein Lietzner. Mei,4316319
Liebe (?! und),"Liebe von allen Seiten bemüht sein, der jungen Frau ein weiches Nestchen zu bereiten! Erna hat mir schon g",4320031
Liebe (?! und),"Liebe vertieft, sein Inneres gereift und ihm den Stempel edelster, charaktervoller Männlichkeit sichtbar a",4321445
Liebe (?! und),Liebe mich auch! Liebkose mich mit deinen Augen! Berausche mich mit deiner Stimme. Streichle leise mein Ha,4333925
Liebe (?! und),Liebe hatte. Ich arbeitete zuerst in der Lehre bei einem benachbarten Nutzgärtner. später nahm mich über V,4342137
